Date,State,District,Confirmed,Active,Recovered,Deaths
2020-05-19,Uttar Pradesh,Shahjahanpur,7,6,1,0
2020-05-19,Uttar Pradesh,Shamli,37,10,27,0
2020-05-19,Uttar Pradesh,Shravasti,22,16,5,1
2020-05-19,Uttar Pradesh,Siddharthnagar,49,30,19,0
2020-05-19,Uttar Pradesh,Sitapur,34,13,21,0
2020-05-19,Uttar Pradesh,Sonbhadra,3,3,0,0
2020-05-19,Uttar Pradesh,Sultanpur,28,25,3,0
2020-05-19,Uttar Pradesh,Unnao,6,2,4,0
2020-05-19,Uttar Pradesh,Varanasi,117,48,65,4
2020-05-19,Uttarakhand,Almora,2,1,1,0
2020-05-19,Uttarakhand,Bageshwar,2,2,0,0
2020-05-19,Uttarakhand,Chamoli,1,1,0,0
2020-05-19,Uttarakhand,Champawat,0,0,0,0
2020-05-19,Uttarakhand,Dehradun,47,18,28,1
2020-05-19,Uttarakhand,Haridwar,7,0,7,0
2020-05-19,Uttarakhand,Nainital,23,13,10,0
2020-05-19,Uttarakhand,Pauri Garhwal,4,3,1,0
2020-05-19,Uttarakhand,Pithoragarh,0,0,0,0
2020-05-19,Uttarakhand,Rudraprayag,0,0,0,0
2020-05-19,Uttarakhand,Tehri Garhwal,0,0,0,0
2020-05-19,Uttarakhand,Udham Singh Nagar,23,18,5,0
2020-05-19,Uttarakhand,Uttarkashi,2,2,0,0
2020-05-19,West Bengal,Birbhum,12,6,6,0
2020-05-19,West Bengal,Dakshin Dinajpur,3,3,0,0
2020-05-19,West Bengal,Darjeeling,9,3,5,1
2020-05-19,West Bengal,Hooghly,153,79,69,5
2020-05-19,West Bengal,Howrah,625,403,190,32
2020-05-19,West Bengal,Jalpaiguri,4,0,4,0
2020-05-19,West Bengal,Jhargram,3,3,0,0
2020-05-19,West Bengal,Kalimpong,7,0,6,1
2020-05-19,West Bengal,Kolkata,1433,739,525,169
2020-05-19,West Bengal,Malda,45,35,10,0
2020-05-19,West Bengal,Murshidabad,12,7,4,1
2020-05-19,West Bengal,Nadia,16,8,8,0
2020-05-19,West Bengal,North 24 Parganas,396,218,146,32
2020-05-19,West Bengal,Paschim Bardhaman,19,7,10,2
2020-05-19,West Bengal,Paschim Medinipur,20,1,19,0
2020-05-19,West Bengal,Purba Bardhaman,16,11,5,0
2020-05-19,West Bengal,Purba Medinipur,51,21,29,1
2020-05-19,West Bengal,South 24 Parganas,102,62,35,5
2020-05-19,West Bengal,Uttar Dinajpur,13,13,0,0
2020-05-20,Andaman and Nicobar Islands,South Andaman,33,0,33,0
2020-05-20,Andhra Pradesh,Anantapur,136,40,92,4
2020-05-20,Andhra Pradesh,Chittoor,208,110,97,1
2020-05-20,Andhra Pradesh,East Godavari,59,16,43,0
2020-05-20,Andhra Pradesh,Guntur,426,90,328,8
2020-05-20,Andhra Pradesh,Krishna,396,101,280,15
2020-05-20,Andhra Pradesh,Kurnool,638,170,447,21
2020-05-20,Andhra Pradesh,Prakasam,67,4,63,0
2020-05-20,Andhra Pradesh,S.P.S. Nellore,182,76,103,3
2020-05-20,Andhra Pradesh,Srikakulam,16,11,5,0
2020-05-20,Andhra Pradesh,Visakhapatnam,81,33,47,1
2020-05-20,Andhra Pradesh,Vizianagaram,16,12,4,0
2020-05-20,Andhra Pradesh,West Godavari,75,21,54,0
2020-05-20,Andhra Pradesh,Y.S.R. Kadapa,107,31,76,0
2020-05-20,Arunachal Pradesh,Lohit,1,0,1,0
2020-05-20,Assam,Biswanath,2,2,0,0
2020-05-20,Assam,Bongaigaon,5,0,5,0
2020-05-20,Assam,Cachar,14,8,6,0
2020-05-20,Assam,Dhubri,5,0,5,0
2020-05-20,Assam,Goalpara,6,2,4,0
2020-05-20,Assam,Golaghat,15,6,9,0
2020-05-20,Assam,Hailakandi,1,0,0,1
2020-05-20,Assam,Hojai,10,10,0,0
2020-05-20,Assam,Jorhat,7,5,2,0
2020-05-20,Assam,Kamrup,10,9,1,0
2020-05-20,Assam,Kamrup Metropolitan,81,76,2,3
2020-05-20,Assam,Karimganj,5,3,2,0
2020-05-20,Assam,Kokrajhar,2,2,0,0
2020-05-20,Assam,Lakhimpur,1,0,1,0
2020-05-20,Assam,Morigaon,6,0,6,0
2020-05-20,Assam,Nagaon,4,4,0,0
2020-05-20,Assam,Nalbari,6,2,4,0
2020-05-20,Assam,Sivasagar,1,1,0,0
2020-05-20,Assam,Sonitpur,3,3,0,0
2020-05-20,Assam,South Salmara Mankachar,1,0,1,0
2020-05-20,Bihar,Araria,4,3,1,0
2020-05-20,Bihar,Arwal,17,13,4,0
2020-05-20,Bihar,Aurangabad,26,14,12,0
2020-05-20,Bihar,Banka,51,50,1,0
2020-05-20,Bihar,Begusarai,82,62,20,0
2020-05-20,Bihar,Bhagalpur,59,47,12,0
2020-05-20,Bihar,Bhojpur,38,20,18,0
2020-05-20,Bihar,Buxar,64,8,56,0
2020-05-20,Bihar,Darbhanga,22,17,5,0
2020-05-20,Bihar,East Champaran,19,9,9,1
2020-05-20,Bihar,Gaya,11,5,6,0
2020-05-20,Bihar,Gopalganj,64,46,18,0
2020-05-20,Bihar,Jamui,15,15,0,0
2020-05-20,Bihar,Jehanabad,58,53,5,0
2020-05-20,Bihar,Kaimur,44,12,32,0
2020-05-20,Bihar,Katihar,35,27,8,0
2020-05-20,Bihar,Khagaria,70,69,0,1
2020-05-20,Bihar,Kishanganj,14,11,3,0
2020-05-20,Bihar,Lakhisarai,14,9,5,0
2020-05-20,Bihar,Madhepura,20,18,2,0
2020-05-20,Bihar,Madhubani,79,66,13,0
2020-05-20,Bihar,Munger,133,40,92,1
2020-05-20,Bihar,Muzaffarpur,30,24,6,0
2020-05-20,Bihar,Nalanda,78,30,48,0
2020-05-20,Bihar,Nawada,41,37,4,0
2020-05-20,Bihar,Patna,167,119,46,2
2020-05-20,Bihar,Purnia,31,29,2,0
2020-05-20,Bihar,Rohtas,91,31,59,1
2020-05-20,Bihar,Saharsa,22,22,0,0
2020-05-20,Bihar,Samastipur,16,15,1,0
2020-05-20,Bihar,Saran,14,6,8,0
2020-05-20,Bihar,Sheikhpura,24,24,0,0
2020-05-20,Bihar,Sheohar,5,2,3,0
2020-05-20,Bihar,Sitamarhi,9,4,4,1
2020-05-20,Bihar,Siwan,45,13,32,0
2020-05-20,Bihar,Supaul,27,27,0,0
2020-05-20,Bihar,Vaishali,15,11,2,2
2020-05-20,Bihar,West Champaran,25,14,11,0
2020-05-20,Chandigarh,Chandigarh,202,63,136,3
2020-05-20,Chhattisgarh,Balod,13,13,0,0
2020-05-20,Chhattisgarh,Baloda Bazar,8,8,0,0
2020-05-20,Chhattisgarh,Balrampur,0,0,0,0
2020-05-20,Chhattisgarh,Bametara,0,0,0,0
2020-05-20,Chhattisgarh,Bastar,0,0,0,0
2020-05-20,Chhattisgarh,Bijapur,0,0,0,0
2020-05-20,Chhattisgarh,Bilaspur,1,0,1,0
2020-05-20,Chhattisgarh,Dakshin Bastar Dantewada,0,0,0,0
2020-05-20,Chhattisgarh,Dhamtari,0,0,0,0
2020-05-20,Chhattisgarh,Durg,10,0,10,0
2020-05-20,Chhattisgarh,Gariaband,1,1,0,0
2020-05-20,Chhattisgarh,Janjgir Champa,11,11,0,0
2020-05-20,Chhattisgarh,Jashpur,0,0,0,0
2020-05-20,Chhattisgarh,Kabeerdham,8,2,6,0
2020-05-20,Chhattisgarh,Kondagaon,0,0,0,0
2020-05-20,Chhattisgarh,Korba,29,1,28,0
2020-05-20,Chhattisgarh,Koriya,1,1,0,0
2020-05-20,Chhattisgarh,Mahasamund,0,0,0,0
2020-05-20,Chhattisgarh,Mungeli,1,1,0,0
2020-05-20,Chhattisgarh,Narayanpur,0,0,0,0
2020-05-20,Chhattisgarh,Raigarh,5,5,0,0
2020-05-20,Chhattisgarh,Raipur,7,0,7,0
2020-05-20,Chhattisgarh,Rajnandgaon,6,5,1,0
2020-05-20,Chhattisgarh,Sukma,0,0,0,0
2020-05-20,Chhattisgarh,Surajpur,7,1,6,0
2020-05-20,Chhattisgarh,Surguja,2,2,0,0
2020-05-20,Chhattisgarh,Uttar Bastar Kanker,0,0,0,0
2020-05-20,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1,0,1,0
2020-05-20,Goa,North Goa,6,0,6,0
2020-05-20,Goa,South Goa,44,43,1,0
2020-05-20,Gujarat,Ahmedabad,9216,5484,3130,602
2020-05-20,Gujarat,Amreli,2,2,0,0
2020-05-20,Gujarat,Anand,85,2,75,8
2020-05-20,Gujarat,Aravalli,86,8,75,3
2020-05-20,Gujarat,Banaskantha,88,6,78,4
2020-05-20,Gujarat,Bharuch,37,8,26,3
2020-05-20,Gujarat,Bhavnagar,114,22,84,8
2020-05-20,Gujarat,Botad,56,1,54,1
2020-05-20,Gujarat,Chhota Udaipur,22,8,14,0
2020-05-20,Gujarat,Dahod,29,13,16,0
2020-05-20,Gujarat,Dang,2,0,2,0
2020-05-20,Gujarat,Devbhumi Dwarka,12,10,2,0
2020-05-20,Gujarat,Gandhinagar,193,103,82,8
2020-05-20,Gujarat,Gir Somnath,28,25,3,0
2020-05-20,Gujarat,Jamnagar,43,19,22,2
2020-05-20,Gujarat,Junagadh,13,10,3,0
2020-05-20,Gujarat,Kheda,53,27,25,1
2020-05-20,Gujarat,Kutch,57,50,6,1
2020-05-20,Gujarat,Mahisagar,68,29,38,1
2020-05-20,Gujarat,Mehsana,80,26,51,3
2020-05-20,Gujarat,Morbi,2,0,2,0
2020-05-20,Gujarat,Narmada,13,1,12,0
2020-05-20,Gujarat,Navsari,11,3,8,0
2020-05-20,Gujarat,Panchmahal,71,9,56,6
2020-05-20,Gujarat,Patan,68,39,25,4
2020-05-20,Gujarat,Porbandar,5,2,3,0
2020-05-20,Gujarat,Rajkot,82,28,52,2
2020-05-20,Gujarat,Sabarkantha,49,26,20,3
2020-05-20,Gujarat,Surat,1193,354,783,56
2020-05-20,Gujarat,Surendranagar,13,10,3,0
2020-05-20,Gujarat,Tapi,3,1,2,0
2020-05-20,Gujarat,Vadodara,726,231,463,32
2020-05-20,Gujarat,Valsad,17,12,4,1
2020-05-20,Himachal Pradesh,Bilaspur,7,5,2,0
2020-05-20,Himachal Pradesh,Chamba,13,3,10,0
2020-05-20,Himachal Pradesh,Hamirpur,15,10,4,1
2020-05-20,Himachal Pradesh,Kangra,35,26,8,1
2020-05-20,Himachal Pradesh,Kullu,1,1,0,0
2020-05-20,Himachal Pradesh,Mandi,6,4,1,1
2020-05-20,Himachal Pradesh,Shimla,1,0,1,0
2020-05-20,Himachal Pradesh,Sirmaur,4,2,2,0
2020-05-20,Himachal Pradesh,Solan,9,3,5,1
2020-05-20,Himachal Pradesh,Una,19,2,17,0
2020-05-20,Haryana,Ambala,42,0,40,2
2020-05-20,Haryana,Bhiwani,6,2,4,0
2020-05-20,Haryana,Charkhi Dadri,6,5,1,0
2020-05-20,Haryana,Faridabad,170,78,86,6
2020-05-20,Haryana,Fatehabad,8,6,2,0
2020-05-20,Haryana,Gurugram,226,95,131,0
2020-05-20,Haryana,Hisar,9,6,3,0
2020-05-20,Haryana,Jhajjar,91,29,62,0
2020-05-20,Haryana,Jind,23,8,15,0
2020-05-20,Haryana,Kaithal,5,2,3,0
2020-05-20,Haryana,Karnal,20,10,9,1
2020-05-20,Haryana,Kurukshetra,7,4,3,0
2020-05-20,Haryana,Mahendragarh,10,6,4,0
2020-05-20,Haryana,Nuh,65,5,60,0
2020-05-20,Haryana,Palwal,40,4,36,0
2020-05-20,Haryana,Panchkula,25,1,24,0
2020-05-20,Haryana,Panipat,40,6,31,3
2020-05-20,Haryana,Rewari,9,9,0,0
2020-05-20,Haryana,Rohtak,13,8,4,1
2020-05-20,Haryana,Sirsa,8,0,8,0
2020-05-20,Haryana,Sonipat,148,54,93,1
2020-05-20,Haryana,Yamunanagar,8,0,8,0
2020-05-20,Jharkhand,Bokaro,10,0,9,1
2020-05-20,Jharkhand,Chatra,1,1,0,0
2020-05-20,Jharkhand,Deoghar,5,1,4,0
2020-05-20,Jharkhand,Dhanbad,7,5,2,0
2020-05-20,Jharkhand,Dumka,2,0,2,0
2020-05-20,Jharkhand,East Singhbhum,15,15,0,0
2020-05-20,Jharkhand,Garhwa,47,44,3,0
2020-05-20,Jharkhand,Giridih,15,14,1,0
2020-05-20,Jharkhand,Godda,1,0,1,0
2020-05-20,Jharkhand,Gumla,3,3,0,0
2020-05-20,Jharkhand,Hazaribagh,33,30,3,0
2020-05-20,Jharkhand,Jamtara,2,0,2,0
2020-05-20,Jharkhand,Koderma,14,13,1,0
2020-05-20,Jharkhand,Latehar,4,4,0,0
2020-05-20,Jharkhand,Lohardaga,2,2,0,0
2020-05-20,Jharkhand,Palamu,15,7,8,0
2020-05-20,Jharkhand,Ramgarh,3,3,0,0
2020-05-20,Jharkhand,Ranchi,105,12,91,2
2020-05-20,Jharkhand,Seraikela-Kharsawan,2,2,0,0
2020-05-20,Jharkhand,Simdega,3,1,2,0
2020-05-20,Jharkhand,West Singhbhum,1,1,0,0
2020-05-20,Jammu and Kashmir,Anantnag,252,159,89,4
2020-05-20,Jammu and Kashmir,Bandipora,138,9,128,1
2020-05-20,Jammu and Kashmir,Baramulla,129,34,91,4
2020-05-20,Jammu and Kashmir,Budgam,59,28,30,1
2020-05-20,Jammu and Kashmir,Doda,1,1,0,0
2020-05-20,Jammu and Kashmir,Ganderbal,25,10,15,0
2020-05-20,Jammu and Kashmir,Jammu,67,35,31,1
2020-05-20,Jammu and Kashmir,Kathua,37,36,1,0
2020-05-20,Jammu and Kashmir,Kishtwar,5,4,1,0
2020-05-20,Jammu and Kashmir,Kulgam,171,160,10,1
2020-05-20,Jammu and Kashmir,Kupwara,118,70,48,0
2020-05-20,Jammu and Kashmir,Pulwama,19,13,6,0
2020-05-20,Jammu and Kashmir,Poonch,4,4,0,0
2020-05-20,Jammu and Kashmir,Rajouri,8,4,4,0
2020-05-20,Jammu and Kashmir,Ramban,27,26,1,0
2020-05-20,Jammu and Kashmir,Reasi,4,3,1,0
2020-05-20,Jammu and Kashmir,Samba,16,10,6,0
2020-05-20,Jammu and Kashmir,Shopian,109,11,98,0
2020-05-20,Jammu and Kashmir,Srinagar,168,66,97,5
2020-05-20,Jammu and Kashmir,Udhampur,33,11,21,1
2020-05-20,Karnataka,Bagalkote,76,36,39,1
2020-05-20,Karnataka,Ballari,19,5,13,1
2020-05-20,Karnataka,Belagavi,116,59,56,1
2020-05-20,Karnataka,Bengaluru Rural,6,0,6,0
2020-05-20,Karnataka,Bengaluru Urban,250,117,124,9
2020-05-20,Karnataka,Bidar,67,44,21,2
2020-05-20,Karnataka,Chikkaballapur,24,4,18,2
2020-05-20,Karnataka,Chikkamagaluru,5,5,0,0
2020-05-20,Karnataka,Chitradurga,10,9,1,0
2020-05-20,Karnataka,Dakshina Kannada,49,33,11,5
2020-05-20,Karnataka,Davanagere,110,97,9,4
2020-05-20,Karnataka,Dharwad,26,17,9,0
2020-05-20,Karnataka,Gadag,18,13,4,1
2020-05-20,Karnataka,Hassan,54,54,0,0
2020-05-20,Karnataka,Haveri,3,3,0,0
2020-05-20,Karnataka,Kalaburagi,135,73,55,7
2020-05-20,Karnataka,Kodagu,2,1,1,0
2020-05-20,Karnataka,Kolar,9,9,0,0
2020-05-20,Karnataka,Koppal,3,3,0,0
2020-05-20,Karnataka,Mandya,168,144,24,0
2020-05-20,Karnataka,Mysuru,89,1,88,0
2020-05-20,Karnataka,Raichur,11,11,0,0
2020-05-20,Karnataka,Shivamogga,26,26,0,0
2020-05-20,Karnataka,Tumakuru,15,8,5,2
2020-05-20,Karnataka,Udupi,21,17,3,1
2020-05-20,Karnataka,Uttara Kannada,56,44,12,0
2020-05-20,Karnataka,Vijayapura,60,19,37,4
2020-05-20,Karnataka,Yadgir,12,12,0,0
2020-05-20,Kerala,Alappuzha,11,6,5,0
2020-05-20,Kerala,Ernakulam,29,5,23,1
2020-05-20,Kerala,Idukki,25,1,24,0
2020-05-20,Kerala,Kannur,132,15,116,1
2020-05-20,Kerala,Kasaragod,198,18,180,0
2020-05-20,Kerala,Kollam,28,8,20,0
2020-05-20,Kerala,Kottayam,24,4,20,0
2020-05-20,Kerala,Kozhikode,36,12,24,0
2020-05-20,Kerala,Malappuram,57,33,23,1
2020-05-20,Kerala,Palakkad,33,20,13,0
2020-05-20,Kerala,Pathanamthitta,24,7,17,0
2020-05-20,Kerala,Thiruvananthapuram,22,5,16,1
2020-05-20,Kerala,Thrissur,27,12,15,0
2020-05-20,Kerala,Wayanad,21,15,6,0
2020-05-20,Ladakh,Kargil,9,0,9,0
2020-05-20,Ladakh,Leh,35,1,34,0
2020-05-20,Maharashtra,Ahmednagar,64,16,43,5
2020-05-20,Maharashtra,Akola,310,173,120,17
2020-05-20,Maharashtra,Amravati,123,43,66,14
2020-05-20,Maharashtra,Aurangabad,1082,635,411,36
2020-05-20,Maharashtra,Beed,5,4,1,0
2020-05-20,Maharashtra,Bhandara,7,6,1,0
2020-05-20,Maharashtra,Buldhana,34,7,24,3
2020-05-20,Maharashtra,Chandrapur,5,1,4,0
2020-05-20,Maharashtra,Dhule,84,28,47,9
2020-05-20,Maharashtra,Gadchiroli,6,6,0,0
2020-05-20,Maharashtra,Gondia,3,2,1,0
2020-05-20,Maharashtra,Hingoli,107,21,86,0
2020-05-20,Maharashtra,Jalgaon,303,150,120,33
2020-05-20,Maharashtra,Jalna,38,30,8,0
2020-05-20,Maharashtra,Kolhapur,139,127,11,1
2020-05-20,Maharashtra,Latur,50,20,28,2
2020-05-20,Maharashtra,Mumbai,24118,18575,4702,841
2020-05-20,Maharashtra,Nagpur,423,148,269,6
2020-05-20,Maharashtra,Nanded,80,42,34,4
2020-05-20,Maharashtra,Nandurbar,25,3,20,2
2020-05-20,Maharashtra,Nashik,868,193,639,36
2020-05-20,Maharashtra,Osmanabad,11,7,4,0
2020-05-20,Maharashtra,Palghar,475,284,177,14
2020-05-20,Maharashtra,Parbhani,9,7,1,1
2020-05-20,Maharashtra,Pune,4477,2377,1874,226
2020-05-20,Maharashtra,Raigad,532,402,114,16
2020-05-20,Maharashtra,Ratnagiri,116,81,32,3
2020-05-20,Maharashtra,Sangli,57,23,33,1
2020-05-20,Maharashtra,Satara,170,73,95,2
2020-05-20,Maharashtra,Sindhudurg,10,6,4,0
2020-05-20,Maharashtra,Solapur,505,322,156,27
2020-05-20,Maharashtra,Thane,4900,3718,1103,79
2020-05-20,Maharashtra,Wardha,3,2,0,1
2020-05-20,Maharashtra,Washim,8,7,1,0
2020-05-20,Maharashtra,Yavatmal,102,13,89,0
2020-05-20,Meghalaya,East Khasi Hills,13,0,12,1
2020-05-20,Meghalaya,West Garo Hills,1,1,0,0
2020-05-20,Manipur,Churachandpur,16,16,0,0
2020-05-20,Manipur,Imphal East,3,2,1,0
2020-05-20,Manipur,Imphal West,6,5,1,0
2020-05-20,Madhya Pradesh,Agar Malwa,13,0,12,1
2020-05-20,Madhya Pradesh,Alirajpur,3,0,3,0
2020-05-20,Madhya Pradesh,Anuppur,3,0,3,0
2020-05-20,Madhya Pradesh,Ashoknagar,5,4,0,1
2020-05-20,Madhya Pradesh,Barwani,34,8,26,0
2020-05-20,Madhya Pradesh,Betul,9,8,1,0
2020-05-20,Madhya Pradesh,Bhind,38,38,0,0
2020-05-20,Madhya Pradesh,Bhopal,1088,378,670,40
2020-05-20,Madhya Pradesh,Burhanpur,194,150,33,11
2020-05-20,Madhya Pradesh,Chhatarpur,2,2,0,0
2020-05-20,Madhya Pradesh,Chhindwara,5,0,4,1
2020-05-20,Madhya Pradesh,Damoh,5,5,0,0
2020-05-20,Madhya Pradesh,Datia,3,3,0,0
2020-05-20,Madhya Pradesh,Dewas,66,31,27,8
2020-05-20,Madhya Pradesh,Dhar,107,25,80,2
2020-05-20,Madhya Pradesh,Dindori,4,3,1,0
2020-05-20,Madhya Pradesh,Guna,1,1,0,0
2020-05-20,Madhya Pradesh,Gwalior,77,53,23,1
2020-05-20,Madhya Pradesh,Harda,3,0,3,0
2020-05-20,Madhya Pradesh,Hoshangabad,37,1,33,3
2020-05-20,Madhya Pradesh,Indore,2715,1436,1174,105
2020-05-20,Madhya Pradesh,Jabalpur,186,70,107,9
2020-05-20,Madhya Pradesh,Jhabua,11,9,1,1
2020-05-20,Madhya Pradesh,Khandwa,186,97,79,10
2020-05-20,Madhya Pradesh,Khargone,114,19,87,8
2020-05-20,Madhya Pradesh,Mandla,1,1,0,0
2020-05-20,Madhya Pradesh,Mandsaur,79,43,30,6
2020-05-20,Madhya Pradesh,Morena,44,20,24,0
2020-05-20,Madhya Pradesh,Neemuch,50,40,9,1
2020-05-20,Madhya Pradesh,Panna,3,2,1,0
2020-05-20,Madhya Pradesh,Raisen,67,3,61,3
2020-05-20,Madhya Pradesh,Rajgarh,1,1,0,0
2020-05-20,Madhya Pradesh,Ratlam,28,2,26,0
2020-05-20,Madhya Pradesh,Rewa,25,23,1,1
2020-05-20,Madhya Pradesh,Sagar,44,37,5,2
2020-05-20,Madhya Pradesh,Satna,10,7,2,1
2020-05-20,Madhya Pradesh,Sehore,5,4,0,1
2020-05-20,Madhya Pradesh,Seoni,1,1,0,0
2020-05-20,Madhya Pradesh,Shahdol,3,0,3,0
2020-05-20,Madhya Pradesh,Shajapur,8,0,7,1
2020-05-20,Madhya Pradesh,Sheopur,5,1,4,0
2020-05-20,Madhya Pradesh,Shivpuri,3,1,2,0
2020-05-20,Madhya Pradesh,Sidhi,5,5,0,0
2020-05-20,Madhya Pradesh,Singrauli,1,1,0,0
2020-05-20,Madhya Pradesh,Tikamgarh,6,3,3,0
2020-05-20,Madhya Pradesh,Ujjain,420,194,176,50
2020-05-20,Madhya Pradesh,Umaria,1,1,0,0
2020-05-20,Madhya Pradesh,Vidisha,16,3,13,0
2020-05-20,Mizoram,Aizawl,1,0,1,0
2020-05-20,Nagaland,Dimapur,0,0,0,0
2020-05-20,Nagaland,Kohima,0,0,0,0
2020-05-20,Nagaland,Mokokchung,0,0,0,0
2020-05-20,Nagaland,Mon,0,0,0,0
2020-05-20,Nagaland,Peren,0,0,0,0
2020-05-20,Nagaland,Phek,0,0,0,0
2020-05-20,Nagaland,Tuensang,0,0,0,0
2020-05-20,Nagaland,Wokha,0,0,0,0
2020-05-20,Odisha,Angul,17,17,0,0
2020-05-20,Odisha,Balangir,6,4,2,0
2020-05-20,Odisha,Balasore,122,95,27,0
2020-05-20,Odisha,Bhadrak,95,70,25,0
2020-05-20,Odisha,Boudh,33,33,0,0
2020-05-20,Odisha,Cuttack,36,33,2,1
2020-05-20,Odisha,Deogarh,2,1,1,0
2020-05-20,Odisha,Dhenkanal,2,1,1,0
2020-05-20,Odisha,Gajapati,0,0,0,0
2020-05-20,Odisha,Ganjam,313,179,132,2
2020-05-20,Odisha,Jagatsinghpur,28,23,5,0
2020-05-20,Odisha,Jajpur,174,114,60,0
2020-05-20,Odisha,Jharsuguda,2,0,2,0
2020-05-20,Odisha,Kalahandi,2,0,2,0
2020-05-20,Odisha,Kandhamal,3,3,0,0
2020-05-20,Odisha,Kendrapara,40,32,8,0
2020-05-20,Odisha,Kendujhar,8,6,2,0
2020-05-20,Odisha,Khordha,71,20,48,3
2020-05-20,Odisha,Koraput,1,0,1,0
2020-05-20,Odisha,Malkangiri,2,2,0,0
2020-05-20,Odisha,Mayurbhanj,11,4,7,0
2020-05-20,Odisha,Nayagarh,10,9,1,0
2020-05-20,Odisha,Nuapada,0,0,0,0
2020-05-20,Odisha,Puri,44,41,3,0
2020-05-20,Odisha,Rayagada,0,0,0,0
2020-05-20,Odisha,Sambalpur,3,3,0,0
2020-05-20,Odisha,Sundargarh,27,13,14,0
2020-05-20,Punjab,Amritsar,308,9,295,4
2020-05-20,Punjab,Barnala,21,0,20,1
2020-05-20,Punjab,Bathinda,41,4,37,0
2020-05-20,Punjab,Faridkot,61,16,45,0
2020-05-20,Punjab,Fatehgarh Sahib,56,2,54,0
2020-05-20,Punjab,Fazilka,44,5,39,0
2020-05-20,Punjab,Ferozepur,44,0,43,1
2020-05-20,Punjab,Gurdaspur,125,1,121,3
2020-05-20,Punjab,Hoshiarpur,95,2,88,5
2020-05-20,Punjab,Jalandhar,210,44,160,6
2020-05-20,Punjab,Kapurthala,33,0,30,3
2020-05-20,Punjab,Ludhiana,169,45,117,7
2020-05-20,Punjab,Mansa,32,10,22,0
2020-05-20,Punjab,Moga,59,0,59,0
2020-05-20,Punjab,Pathankot,29,0,28,1
2020-05-20,Punjab,Patiala,103,3,98,2
2020-05-20,Punjab,Rupnagar,60,7,52,1
2020-05-20,Punjab,S.A.S. Nagar,102,2,97,3
2020-05-20,Punjab,Sangrur,88,1,87,0
2020-05-20,Punjab,Shahid Bhagat Singh Nagar,105,6,98,1
2020-05-20,Punjab,Sri Muktsar Sahib,65,15,50,0
2020-05-20,Punjab,Tarn Taran,155,1,154,0
2020-05-20,Puducherry,Karaikal,2,1,1,0
2020-05-20,Puducherry,Mahe,3,1,2,0
2020-05-20,Puducherry,Puducherry,18,11,7,0
2020-05-20,Rajasthan,Ajmer,266,46,215,5
2020-05-20,Rajasthan,Alwar,36,21,13,2
2020-05-20,Rajasthan,Banswara,75,8,66,1
2020-05-20,Rajasthan,Baran,5,1,4,0
2020-05-20,Rajasthan,Barmer,50,49,1,0
2020-05-20,Rajasthan,Bharatpur,129,11,115,3
2020-05-20,Rajasthan,Bhilwara,82,37,43,2
2020-05-20,Rajasthan,Bikaner,65,25,37,3
2020-05-20,Rajasthan,Chittorgarh,167,58,107,2
2020-05-20,Rajasthan,Churu,52,37,14,1
2020-05-20,Rajasthan,Dausa,39,14,25,0
2020-05-20,Rajasthan,Dholpur,28,18,10,0
2020-05-20,Rajasthan,Dungarpur,233,225,8,0
2020-05-20,Rajasthan,Ganganagar,1,1,0,0
2020-05-20,Rajasthan,Hanumangarh,14,1,13,0
2020-05-20,Rajasthan,Jaipur,1665,558,1034,73
2020-05-20,Rajasthan,Jaisalmer,59,24,35,0
2020-05-20,Rajasthan,Jalore,108,103,3,2
2020-05-20,Rajasthan,Jhalawar,51,4,47,0
2020-05-20,Rajasthan,Jhunjhunu,69,22,47,0
2020-05-20,Rajasthan,Jodhpur,1128,278,834,16
2020-05-20,Rajasthan,Karauli,10,4,4,2
2020-05-20,Rajasthan,Kota,337,75,248,14
2020-05-20,Rajasthan,Nagaur,213,82,126,5
2020-05-20,Rajasthan,Pali,217,168,45,4
2020-05-20,Rajasthan,Pratapgarh,7,3,3,1
2020-05-20,Rajasthan,Rajsamand,61,35,26,0
2020-05-20,Rajasthan,Sawai Madhopur,17,8,8,1
2020-05-20,Rajasthan,Sikar,64,52,9,3
2020-05-20,Rajasthan,Sirohi,70,65,5,0
2020-05-20,Rajasthan,Tonk,156,13,142,1
2020-05-20,Rajasthan,Udaipur,420,407,12,1
2020-05-20,Tamil Nadu,Ariyalur,355,10,345,0
2020-05-20,Tamil Nadu,Chengalpattu,617,421,193,3
2020-05-20,Tamil Nadu,Chennai,8234,5350,2823,61
2020-05-20,Tamil Nadu,Coimbatore,145,0,144,1
2020-05-20,Tamil Nadu,Cuddalore,420,38,381,1
2020-05-20,Tamil Nadu,Dharmapuri,5,1,4,0
2020-05-20,Tamil Nadu,Dindigul,127,20,106,1
2020-05-20,Tamil Nadu,Erode,70,0,69,1
2020-05-20,Tamil Nadu,Kallakurichi,112,54,58,0
2020-05-20,Tamil Nadu,Kancheepuram,220,95,124,1
2020-05-20,Tamil Nadu,Kanyakumari,49,28,20,1
2020-05-20,Tamil Nadu,Karur,79,27,52,0
2020-05-20,Tamil Nadu,Krishnagiri,21,3,18,0
2020-05-20,Tamil Nadu,Madurai,172,62,108,2
